range_pct,range_width,mode,rebalance_count,avg_period_days,rebalances_per_month,rebalances_per_year,daily_fees_usd,annual_fees_usd,gross_apr,annual_rebalance_cost,rebalance_cost_apr,net_annual_fees,net_apr,alpha,phi_bar,volume_24h_usd,fee_tier,efficiency_score,apr_per_rebalance,net_apr_per_rebalance,capital_usd,strategy
1.0,±0.5%,follow,2390,0.1526732190157535,196.41593425408058,2389.727200091314,2.583930496666372,943.1346312832258,11.789182891040321,19117.81760073051,238.97272000913134,-18174.682969447284,-227.18353711809104,0.85,0.234800408843139,25893.636611195623,0.0005,4.182350480970306e-06,0.004930649473458938,-0.09501611757343832,8000,follow
1.5,±0.8%,follow,1535,0.23765733506944445,126.14998287866682,1534.8247916904465,2.583930496666372,943.1346312832258,11.789182891040321,12278.59833352357,153.48247916904464,-11335.463702240344,-141.6932962780043,0.85,0.234800408843139,25893.636611195623,0.0005,9.765625e-06,0.007675249278021042,-0.09224823976432572,8000,follow
2.0,±1.0%,follow,1044,0.34932216905901115,85.79842483734733,1043.8808355210595,2.583930496666372,943.1346312832258,11.789182891040321,8351.046684168474,104.38808355210591,-7407.912052885248,-92.5989006610656,0.85,0.234800408843139,25893.636611195623,0.0005,1.9138755980861243e-05,0.011281514728268249,-0.08861138819240727,8000,follow
2.5,±1.2%,follow,769,0.47408008658008655,63.19826503823764,768.9122246318914,2.3037963906893326,840.8856826016064,10.511071032520078,6151.29779705513,76.89122246318912,-5310.412114453524,-66.38015143066904,0.85,0.2093447695760706,25893.636611195623,0.0005,3.246753246753247e-05,0.013650741600675427,-0.08620798887099876,8000,follow
3.0,±1.5%,follow,576,0.6326545349508954,47.337061979226114,575.9342540805844,2.3037963906893326,840.8856826016064,10.511071032520078,4607.474032644675,57.593425408058444,-3766.588350043069,-47.082354375538365,0.85,0.2093447695760706,25893.636611195623,0.0005,5.199306759098787e-05,0.0182167608882497,-0.08159853444634033,8000,follow
3.5000000000000004,±1.8%,follow,496,0.7344902749832327,40.76247003766693,495.94338545828106,2.3037963906893326,840.8856826016064,10.511071032520078,3967.547083666248,49.5943385458281,-3126.6614010646417,-39.08326751330802,0.85,0.2093447695760706,25893.636611195623,0.0005,7.042253521126761e-05,0.021149036282736577,-0.07863836521792358,8000,follow
4.0,±2.0%,follow,408,0.8925224123879381,33.53041890195183,407.95342997374735,2.3037963906893326,840.8856826016064,10.511071032520078,3263.6274397899783,40.79534299737473,-2422.741757188372,-30.284271964854653,0.85,0.2093447695760706,25893.636611195623,0.0005,9.779951100244499e-05,0.025699440177310705,-0.07404467473069598,8000,follow
4.5,±2.2%,follow,317,1.1479297693920336,26.051820568428262,316.9638169158772,2.3037963906893326,840.8856826016064,10.511071032520078,2535.7105353270176,31.69638169158772,-1694.8248527254113,-21.185310659067643,0.85,0.2093447695760706,25893.636611195623,0.0005,0.00014150943396226416,0.0330536824922015,-0.06662047377065296,8000,follow
5.0,±2.5%,follow,281,1.2944739952718676,23.09325419472663,280.96792603584066,2.3037963906893326,840.8856826016064,10.511071032520078,2247.7434082867253,28.096792603584063,-1406.857725685119,-17.58572157106399,0.85,0.2093447695760706,25893.636611195623,0.0005,0.0001773049645390071,0.03727330153375914,-0.06236071479100705,8000,follow
5.5,±2.8%,follow,217,1.6745030581039755,17.833580641479283,216.97523113799798,1.8125359468765303,661.5756206099336,8.26969525762417,1735.8018491039836,21.697523113799797,-1074.22622849405,-13.427827856175625,0.85,0.16470419073522213,25893.636611195623,0.0005,0.00025229357798165137,0.0379343819157072,-0.06159554062465883,8000,follow
6.0,±3.0%,follow,200,1.8161276948590384,16.436479853897957,199.9771715557585,1.8125359468765303,661.5756206099336,8.26969525762417,1599.8173724460678,19.99771715557585,-938.2417518361342,-11.728021897951677,0.85,0.16470419073522213,25893.636611195623,0.0005,0.00029850746268656717,0.04114276247574214,-0.058348367651500886,8000,follow
6.5,±3.2%,follow,180,2.0168047882136277,14.792831868508161,179.97945440018265,1.8125359468765303,661.5756206099336,8.26969525762417,1439.835635201461,17.997945440018263,-778.2600145915274,-9.728250182394092,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0003591160220994475,0.045688924075271656,-0.05374723857676294,8000,follow
7.000000000000001,±3.5%,follow,153,2.370400432900433,12.573907088231936,152.98253624015524,1.8125359468765303,661.5756206099336,8.26969525762417,1223.860289921242,15.298253624015523,-562.2846693113083,-7.028558366391355,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0004545454545454546,0.0536993198547024,-0.04563998939215166,8000,follow
7.5,±3.8%,follow,135,2.6841299019607843,11.094623901381121,134.984590800137,1.8125359468765303,661.5756206099336,8.26969525762417,1079.8767264010958,13.498459080013697,-418.3011057911622,-5.228763822389528,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0005514705882352941,0.060806582776648306,-0.038446792811687704,8000,follow
8.0,±4.0%,follow,116,3.1200142450142447,9.533158315260815,115.98675950233992,1.8125359468765303,661.5756206099336,8.26969525762417,927.8940760187193,11.598675950233991,-266.31845540878567,-3.328980692609821,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0006837606837606838,0.07068115604806982,-0.028452826432562573,8000,follow
8.5,±4.2%,follow,110,3.2886636636636637,9.040063919643876,109.98744435566718,1.8125359468765303,661.5756206099336,8.26969525762417,879.8995548453373,10.998744435566717,-218.32393423540373,-2.7290491779425463,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0007657657657657659,0.07450175907769523,-0.02458602863011303,8000,follow
9.0,±4.5%,follow,108,3.349006116207951,8.875699121104896,107.9876726401096,1.8125359468765303,661.5756206099336,8.26969525762417,863.9013811208766,10.798767264010959,-202.32576051094304,-2.5290720063867878,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0008256880733944953,0.0758687638314144,-0.02320249547143842,8000,follow
9.5,±4.8%,follow,94,3.8425438596491226,7.725145531332039,93.9892706312065,1.8125359468765303,661.5756206099336,8.26969525762417,751.9141650496518,9.398927063120647,-90.33854443971825,-1.1292318054964783,0.85,0.16470419073522213,25893.636611195623,0.0005,0.001,0.08704942376446494,-0.011886650584173455,8000,follow
10.0,±5.0%,follow,86,4.19588122605364,7.067686337176121,85.99018376897615,1.8125359468765303,661.5756206099336,8.26969525762417,687.9214701518091,8.599018376897615,-26.34584954187551,-0.3293231192734439,0.85,0.16470419073522213,25893.636611195623,0.0005,0.0011494252873563218,0.09505396847843874,-0.003785323210039585,8000,follow
10.5,±5.2%,follow,82,4.3980923694779115,6.738956740098162,81.99064033786098,1.4226136329309993,519.2539760198148,6.490674700247685,655.9251227028877,8.199064033786097,-136.67114668307295,-1.708389333538412,0.8378571428571427,0.13114566408590114,25893.636611195623,0.0005,0.0012650602409638553,0.07820090000298416,-0.020583004018535085,8000,follow
11.0,±5.5%,follow,68,5.290458937198068,5.588403150325305,67.99223832895788,1.4038703703100377,512.4126851631638,6.405158564539548,543.937906631663,6.799223832895788,-31.52522146849924,-0.3940652683562405,0.8268181818181818,0.13114566408590114,25893.636611195623,0.0005,0.0015942028985507246,0.09282838499332678,-0.005711090845742616,8000,follow
11.5,±5.8%,follow,63,5.703776041666667,5.177491153977856,62.992809040063925,1.3867569566126379,506.1662891636128,6.327078614545161,503.94247232051134,6.299280904006392,2.223816843101474,0.027797710538768425,0.8167391304347826,0.13114566408590114,25893.636611195623,0.0005,0.001796875,0.09886060335226814,0.00043433922716825665,8000,follow
12.0,±6.0%,follow,55,6.518601190476191,4.520031959821938,54.99372217783359,1.3710696607233546,500.4404261640244,6.255505327050305,439.94977742266866,5.499372217783359,60.490648741355756,0.756133109266947,0.8075,0.13114566408590114,25893.636611195623,0.0005,0.002142857142857143,0.11170545226875546,0.013502376951195482,8000,follow
12.5,±6.2%,follow,56,6.404239766081871,4.602214359091428,55.99360803561238,1.356637348505214,495.17263220440304,6.189657902555038,447.94886428489895,5.599360803561237,47.2237679195041,0.5902970989938012,0.7989999999999999,0.13114566408590114,25893.636611195623,0.0005,0.0021929824561403508,0.10859048951850944,0.0103560894560316,8000,follow
13.0,±6.5%,follow,50,7.157679738562091,4.109119963474489,49.994292888939626,1.3433152141500075,490.31005316475273,6.128875664559409,399.95434311151695,4.999429288893962,90.35571005323578,1.1294463756654474,0.7911538461538462,0.13114566408590114,25893.636611195623,0.0005,0.0025490196078431374,0.12017403263841979,0.022146007365989165,8000,follow
13.5,±6.8%,follow,52,6.887578616352201,4.273484762013468,51.99406460449721,1.330979904561853,485.8076651650763,6.072595814563454,415.95251683597763,5.19940646044972,69.85514832909865,0.8731893541137332,0.7838888888888889,0.13114566408590114,25893.636611195623,0.0005,0.0025471698113207547,0.11457727952006516,0.01647527083233459,8000,follow
14.000000000000002,±7.0%,follow,47,7.605034722222222,3.8625727656660196,46.99463531560325,1.3195256885157096,481.626876308234,6.020335953852925,375.9570825248259,4.6994635315603235,105.66979378340807,1.320872422292601,0.7771428571428571,0.13114566408590114,25893.636611195623,0.0005,0.002916666666666667,0.12542366570526928,0.027518175464429185,8000,follow
14.499999999999998,±7.2%,follow,42,8.489341085271318,3.4516607693185706,41.99520602670928,1.308861418403783,477.7344177173808,5.97168022146726,335.9616482136742,4.199520602670927,141.77276950370657,1.7721596187963322,0.7708620689655171,0.13114566408590114,25893.636611195623,0.0005,0.0033720930232558136,0.13887628422016884,0.041213014390612375,8000,follow
15.0,±7.5%,follow,45,7.9356884057971016,3.6982079671270403,44.99486360004566,1.2989080996326516,474.10145636591784,5.926268204573973,359.95890880036524,4.499486360004566,114.1425475655526,1.4267818445694076,0.7649999999999999,0.13114566408590114,25893.636611195623,0.0005,0.003260869565217391,0.12883191749073855,0.03101699662107408,8000,follow
15.5,±7.8%,follow,40,8.903455284552846,3.2872959707795912,39.9954343111517,1.289596930459658,470.7028796177751,5.883785995222189,319.9634744892136,3.99954343111517,150.73940512856154,1.8842425641070193,0.7595161290322581,0.13114566408590114,25893.636611195623,0.0005,0.0037804878048780487,0.1435069754932241,0.0459571357099273,8000,follow
16.0,±8.0%,follow,38,9.360042735042734,3.1229311722406115,37.99566259559411,1.280867709359976,467.51671391639127,5.843958923954891,303.9653007647529,3.7995662595594117,163.55141315163837,2.0443926643954797,0.7543749999999999,0.13114566408590114,25893.636611195623,0.0005,0.0041025641025641026,0.14984510061422798,0.052420324728089225,8000,follow
16.5,±8.2%,follow,36,9.86599099099099,2.958566373701632,35.99589088003653,1.2726675319633052,464.5236491666064,5.806545614582579,287.9671270402922,3.5995890880036527,176.55652212631418,2.206956526578927,0.7495454545454545,0.13114566408590114,25893.636611195623,0.0005,0.00445945945945946,0.15693366525898864,0.05964747369132235,8000,follow
17.0,±8.5%,follow,33,10.736519607843137,2.712019175893163,32.996233306700155,1.2649497179429092,461.70664704916186,5.771333088114523,263.9698664536012,3.2996233306700153,197.73678059556067,2.4717097574445086,0.745,0.13114566408590114,25893.636611195623,0.0005,0.005,0.16974509082689773,0.07269734580719144,8000,follow
17.5,±8.8%,follow,34,10.429761904761905,2.7942015751626523,33.99611916447894,1.2576729218665355,459.05061648128543,5.738132706016068,271.9689533158315,3.399611916447894,187.0816631654539,2.338520789568174,0.7407142857142857,0.13114566408590114,25893.636611195623,0.0005,0.005,0.16394664874331624,0.06681487970194783,8000,follow
18.0,±9.0%,follow,29,12.168055555555556,2.3832895788152038,28.99668987558498,1.2508003922388495,456.5421431671801,5.7067767895897505,231.97351900467982,2.899668987558498,224.56862416250027,2.807107802031253,0.7366666666666666,0.13114566408590114,25893.636611195623,0.0005,0.006,0.19022589298632503,0.09357026006770844,8000,follow
18.5,±9.2%,follow,24,14.601666666666667,1.9723775824677547,23.99726058669102,1.2442993506991464,454.16926300518844,5.677115787564856,191.97808469352813,2.399726058669102,262.19117831166034,3.2773897288957543,0.7328378378378377,0.13114566408590114,25893.636611195623,0.0005,0.0074,0.22708463150259423,0.13109558915583017,8000,follow
19.0,±9.5%,follow,29,12.168055555555556,2.3832895788152038,28.99668987558498,1.2381404692404807,451.92127127277547,5.649015890909694,231.97351900467982,2.899668987558498,219.94775226809566,2.7493469033511957,0.7292105263157894,0.13114566408590114,25893.636611195623,0.0005,0.006333333333333333,0.1883005296969898,0.09164489677837319,8000,follow
19.5,±9.8%,follow,25,14.040064102564102,2.0545599817372446,24.997146444469813,1.2322974278566183,449.7885611676657,5.6223570145958215,199.97717155575847,2.499714644446981,249.81138961190723,3.1226423701488404,0.7257692307692307,0.13114566408590114,25893.636611195623,0.0005,0.007500000000000001,0.21624450056137776,0.12010162962110925,8000,follow
20.0,±10.0%,follow,26,13.520061728395062,2.136742381006734,25.997032302248606,1.2267465385419487,447.76248656781127,5.597031082097641,207.97625841798882,2.59970323022486,239.78622814982245,2.9973278518727806,0.7224999999999999,0.13114566408590114,25893.636611195623,0.0005,0.007407407407407408,0.20729744748509782,0.11101214266195483,8000,follow
20.5,±10.2%,follow,24,14.601666666666667,1.9723775824677547,23.99726058669102,1.0753921200065097,392.51812380237607,4.9064765475297,191.97808469352813,2.399726058669102,200.54003910884794,2.5067504888605994,0.719390243902439,0.11546204703088583,25893.636611195623,0.0005,0.008199999999999999,0.19625906190118803,0.10027001955442398,8000,follow
21.0,±10.5%,follow,18,19.212719298245613,1.479283186850816,17.997945440018263,1.0709648160954084,390.90215787482407,4.886276973435301,143.9835635201461,1.7997945440018264,246.91859435467796,3.0864824294334747,0.7164285714285713,0.11546204703088583,25893.636611195623,0.0005,0.011052631578947368,0.2571724722860685,0.1624464436543934,8000,follow
21.5,±10.8%,follow,18,19.212719298245613,1.479283186850816,17.997945440018263,1.0667434332964516,389.36135315320485,4.867016914415061,143.9835635201461,1.7997945440018264,245.37778963305874,3.067222370413234,0.7136046511627907,0.11546204703088583,25893.636611195623,0.0005,0.01131578947368421,0.25615878496921374,0.16143275633753862,8000,follow
22.0,±11.0%,follow,18,19.212719298245613,1.479283186850816,17.997945440018263,1.0627139315338106,387.89058500984083,4.84863231262301,143.9835635201461,1.7997945440018264,243.90702148969473,3.0488377686211843,0.7109090909090908,0.11546204703088583,25893.636611195623,0.0005,0.011578947368421053,0.2551911743485795,0.16046514571690443,8000,follow
22.5,±11.2%,follow,19,18.252083333333335,1.5614655861203057,18.997831297797056,1.0588635187383981,386.48518433951534,4.831064804243942,151.98265038237645,1.8997831297797059,234.5025339571389,2.931281674464236,0.7083333333333333,0.11546204703088583,25893.636611195623,0.0005,0.01125,0.2415532402121971,0.14656408372321178,8000,follow
23.0,±11.5%,follow,19,18.252083333333335,1.5614655861203057,18.997831297797056,1.0551805151949605,385.14088804616057,4.814261100577007,151.98265038237645,1.8997831297797059,233.15823766378412,2.9144779707973014,0.7058695652173913,0.11546204703088583,25893.636611195623,0.0005,0.0115,0.24071305502885038,0.14572389853986506,8000,follow
23.5,±11.8%,follow,18,19.212719298245613,1.479283186850816,17.997945440018263,1.0516542352065623,383.8537958503953,4.79817244812994,143.9835635201461,1.7997945440018264,239.87023233024917,2.9983779041281147,0.7035106382978723,0.11546204703088583,25893.636611195623,0.0005,0.012368421052631579,0.25253539200683894,0.15780936337516394,8000,follow
24.0,±12.0%,follow,18,19.212719298245613,1.479283186850816,17.997945440018263,1.0482748835510143,382.6203324961202,4.782754156201503,143.9835635201461,1.7997945440018264,238.63676897597412,2.982959612199677,0.7012499999999999,0.11546204703088583,25893.636611195623,0.0005,0.01263157894736842,0.25172390295797387,0.15699787432629878,8000,follow
24.5,±12.2%,follow,11,30.42013888888889,0.9040063919643876,10.998744435566717,1.045033464616101,381.43721458487687,4.767965182310961,87.98995548453372,1.0998744435566716,293.44725910034316,3.668090738754289,0.6990816326530612,0.11546204703088583,25893.636611195623,0.0005,0.020416666666666666,0.39733043185924677,0.3056742282295241,8000,follow
25.0,±12.5%,follow,17,20.28009259259259,1.3971007875813262,16.99805958223947,1.0419217024385836,380.301421390083,4.753767767376037,135.98447665791576,1.699805958223947,244.31694473216726,3.053961809152091,0.697,0.11546204703088583,25893.636611195623,0.0005,0.013888888888888888,0.26409820929866873,0.16966454495289393,8000,follow
25.5,±12.8%,follow,11,30.42013888888889,0.9040063919643876,10.998744435566717,1.0389319701503814,379.2101691048892,4.7401271138111145,87.98995548453372,1.0998744435566716,291.2202136203555,3.6402526702544438,0.695,0.11546204703088583,25893.636611195623,0.0005,0.02125,0.3950105928175929,0.30335438918787033,8000,follow
26.0,±13.0%,follow,11,30.42013888888889,0.9040063919643876,10.998744435566717,1.0360572275655713,378.1608880614335,4.7270111007679185,87.98995548453372,1.0998744435566716,290.1709325768998,3.6271366572112473,0.693076923076923,0.11546204703088583,25893.636611195623,0.0005,0.021666666666666667,0.3939175917306599,0.3022613881009373,8000,follow
26.5,±13.2%,follow,13,26.074404761904763,1.068371190503367,12.998516151124303,1.0332909658330183,377.15120252905166,4.714390031613146,103.98812920899441,1.29985161511243,273.16307332005726,3.414538416500716,0.6912264150943396,0.11546204703088583,25893.636611195623,0.0005,0.01892857142857143,0.3367421451152247,0.24389560117862258,8000,follow
27.0,±13.5%,follow,13,26.074404761904763,1.068371190503367,12.998516151124303,1.0306271582387077,376.1789127571283,4.702236409464104,103.98812920899441,1.29985161511243,272.1907835481339,3.4023847943516734,0.6894444444444444,0.11546204703088583,25893.636611195623,0.0005,0.019285714285714288,0.335874029247436,0.24302748531083382,8000,follow
27.500000000000004,±13.8%,follow,13,26.074404761904763,1.068371190503367,12.998516151124303,1.0280602163750996,375.24197897691135,4.690524737211392,103.98812920899441,1.29985161511243,271.25384976791696,3.3906731220989617,0.6877272727272727,0.11546204703088583,25893.636611195623,0.0005,0.019642857142857146,0.33503748122938515,0.242190937292783,8000,follow
28.000000000000004,±14.0%,follow,11,30.42013888888889,0.9040063919643876,10.998744435566717,1.02558495100662,374.33850711741627,4.679231338967703,87.98995548453372,1.0998744435566716,286.34855163288256,3.579356895411032,0.6860714285714284,0.11546204703088583,25893.636611195623,0.0005,0.023333333333333334,0.38993594491397526,0.29827974128425266,8000,follow
28.499999999999996,±14.2%,follow,11,30.42013888888889,0.9040063919643876,10.998744435566717,1.0231965370545784,373.4667360249211,4.668334200311514,87.98995548453372,1.0998744435566716,285.4767805403874,3.568459756754842,0.6844736842105262,0.11546204703088583,25893.636611195623,0.0005,0.023749999999999997,0.38902785002595947,0.29737164639623687,8000,follow
28.999999999999996,±14.5%,follow,10,33.18560606060606,0.8218239926948978,9.998858577787924,1.0208904822043317,372.62502600458106,4.657812825057263,79.9908686223034,0.9998858577787925,292.63415738227764,3.657926967278471,0.6829310344827586,0.11546204703088583,25893.636611195623,0.0005,0.026363636363636363,0.4234375295506603,0.33253881520713374,8000,follow
29.5,±14.8%,follow,10,33.18560606060606,0.8218239926948978,9.998858577787924,1.0186625987049402,371.8118485273032,4.64764810659129,79.9908686223034,0.9998858577787925,291.82097990499983,3.647762248812498,0.6814406779661016,0.11546204703088583,25893.636611195623,0.0005,0.026818181818181817,0.4225134642355718,0.33161474989204526,8000,follow
30.0,±15.0%,follow,10,33.18560606060606,0.8218239926948978,9.998858577787924,1.0165089779888623,371.02577696593477,4.637822212074185,79.9908686223034,0.9998858577787925,291.0349083436314,3.6379363542953924,0.6799999999999999,0.11546204703088583,25893.636611195623,0.0005,0.02727272727272727,0.42162020109765314,0.3307214867541266,8000,follow
